愛育,あいいく,aiiku
四囲,しい,shii
詩歌,しいか,shiika
市域,しいき,shiiki
飼育,しいく,shiiku
椎茸,しいたけ,shiitake
試飲,しいん,shiin
仕打ち,しうち,shiuchi
紫雲,しうん,shiun
試運転,しうんてん,shiunten
市営,しえい,shiei
使役,しえき,shieki
支援,しえん,shien
塩,しお,shio
潮風,しおかぜ,shiokaze
仕送り,しおくり,shiokuri
塩気,しおけ,shioke
潮騒,しおさい,shiosai
潮時,しおどき,shiodoki
潮干,しおひ,shiohi
潮目,しおめ,shiome
枝折り戸,しおりど,shiorido
紫苑,しおん,shion
史家,しか,shika
司会,しかい,shikai
仕返し,しかえし,shikaeshi
刺客,しかく,shikaku
仕方,しかた,shikata
屍,しかばね,shikabane
弛緩,しかん,shikan
歯牙,しが,shiga
市街,しがい,shigai
紫外線,しがいせん,shigaisen
史学,しがく,shigaku
志願,しがん,shigan
指揮,しき,shiki
敷居,しきい,shikii
敷石,しきいし,shikiishi
色感,しきかん,shikikan
敷金,しききん,shikikin
識見,しきけん,shikiken
色彩,しきさい,shikisai
色紙,しきし,shikishi
色素,しきそ,shikiso
しきたり,しきたり,shikitari
敷地,しきち,shikichi
式典,しきてん,shikiten
敷布,しきふ,shikifu
式服,しきふく,shikifuku
識別,しきべつ,shikibetsu
敷物,しきもの,shikimono
至近,しきん,shikin
試金石,しきんせき,shikinseki
市議,しぎ,shigi
詩吟,しぎん,shigin
市区,しく,shiku
試掘,しくつ,shikutsu
仕草,しぐさ,shigusa
時雨,しぐれ,shigure
市警,しけい,shikei
止血,しけつ,shiketsu
試験,しけん,shiken
刺激,しげき,shigeki
茂み,しげみ,shigemi
資源,しげん,shigen
しこり,しこり,shikori
紫紺,しこん,shikon
子午線,しごせん,shigosen
仕事,しごと,shigoto
仕事場,しごとば,shigotoba
示唆,しさ,shisa
司祭,しさい,shisai
思索,しさく,shisaku
視察,しさつ,shisatsu
四散,しさん,shisan
視座,しざ,shiza
私財,しざい,shizai
志士,しし,shishi
紙質,ししつ,shishitsu
獅子舞,ししまい,shishimai
指針,ししん,shishin
施政,しせい,shisei
史跡,しせき,shiseki
施設,しせつ,shisetsu
支線,しせん,shisen
自然,しぜん,shizen
始祖,しそ,shiso
四則,しそく,shisoku
子孫,しそん,shison
士族,しぞく,shizoku
下,した,shita
下顎,したあご,shitaago
肢体,したい,shitai
下請け,したうけ,shitauke
舌打ち,したうち,shitauchi
下絵,したえ,shitae
下書き,したがき,shitagaki
下着,したぎ,shitagi
支度,したく,shitaku
下草,したくさ,shitakusa
下支え,したざさえ,shitazasae
示達,したつ,shitatsu
下値,したね,shitane
下履き,したばき,shitabaki
下火,したび,shitabi
下町,したまち,shitamachi
下見,したみ,shitami
下読み,したよみ,shitayomi
羊歯,しだ,shida
次第,しだい,shidai
仕出し,しだし,shidashi
指弾,しだん,shidan
質,しち,shichi
質屋,しちや,shichiya
七輪,しちりん,shichirin
室,しつ,shitsu
失意,しつい,shitsui
室温,しつおん,shitsuon
質感,しつかん,shitsukan
質疑,しつぎ,shitsugi
失言,しつげん,shitsugen
湿田,しつでん,shitsuden
湿度,しつど,shitsudo
執務,しつむ,shitsumu
失明,しつめい,shitsumei
質問,しつもん,shitsumon
失礼,しつれい,shitsurei
失恋,しつれん,shitsuren
仕手,して,shite
指定,してい,shitei
指摘,してき,shiteki
私鉄,してつ,shitetsu
支店,してん,shiten
市電,しでん,shiden
使徒,しと,shito
品,しな,shina
竹刀,しない,shinai
品柄,しながら,shinagara
品切れ,しなぎれ,shinagire
品揃え,しなぞろえ,shinazoroe
品物,しなもの,shinamono
指南,しなん,shinan
老舗,しにせ,shinise
篠,しの,shino
鎬,しのぎ,shinogi
支配,しはい,shihai
支配人,しはいにん,shihainin
始発,しはつ,shihatsu
支払,しはらい,shiharai
市販,しはん,shihan
四半期,しはんき,shihanki
芝,しば,shiba
芝居,しばい,shibai
芝刈り,しばかり,shibakari
芝生,しばふ,shibafu
芝山,しばやま,shibayama
私費,しひ,shihi
私服,しふく,shifuku
市部,しぶ,shibu
私物,しぶつ,shibutsu
紙幣,しへい,shihei
紙片,しへん,shihen
資本,しほん,shihon
島,しま,shima
姉妹,しまい,shimai
縞馬,しまうま,shimauma
島影,しまかげ,shimakage
島国,しまぐに,shimaguni
始末,しまつ,shimatsu
締まり屋,しまりや,shimariya
衣魚,しみ,shimi
市民,しみん,shimin
指名,しめい,shimei
締切,しめきり,shimekiri
示偏,しめすへん,shimesuhen
しめ縄,しめなわ,shimenawa
湿り気,しめりけ,shimerike
紙面,しめん,shimen
霜,しも,shimo
下期,しもき,shimoki
霜月,しもつき,shimotsuki
下手,しもて,shimote
霜解け,しもどけ,shimodoke
下の句,しものく,shimonoku
下半期,しもはんき,shimohanki
霜焼け,しもやけ,shimoyake
霜除け,しもよけ,shimoyoke
諮問,しもん,shimon
視野,しや,shiya
試薬,しやく,shiyaku
私欲,しよく,shiyoku
白魚,しらうお,shirauo
白梅,しらうめ,shiraume
白樺,しらかば,shirakaba
白髪,しらが,shiraga
白木,しらき,shiraki
白鷺,しらさぎ,shirasagi
白洲,しらす,shirasu
白玉,しらたま,shiratama
白浪,しらなみ,shiranami
白羽,しらは,shiraha
白帆,しらほ,shiraho
虱,しらみ,shirami
尻,しり,shiri
尻馬,しりうま,shiriuma
尻込み,しりごみ,shirigomi
市立,しりつ,shiritsu
尻取り,しりとり,shiritori
尻拭い,しりぬぐい,shirinugui
尻抜け,しりぬけ,shirinuke
尻目,しりめ,shirime
尻餅,しりもち,shirimochi
汁,しる,shiru
汁粉,しるこ,shiruko
印,しるし,shirushi
司令,しれい,shirei
試練,しれん,shiren
城,しろ,shiro
城跡,しろあと,shiroato
白蟻,しろあり,shiroari
代掻き,しろかき,shirokaki
しろがね,しろがね,shirogane
白熊,しろくま,shirokuma
白黒,しろくろ,shirokuro
白酒,しろざけ,shirozake
白抜き,しろぬき,shironuki
白旗,しろはた,shirohata
白星,しろぼし,shiroboshi
白身,しろみ,shiromi
代物,しろもの,shiromono
史論,しろん,shiron
史話,しわ,shiwa
仕業,しわざ,shiwaza
師走,しわす,shiwasu
皺寄せ,しわよせ,shiwayose
信,しん,shin
真意,しんい,shini
深淵,しんえん,shinen
深化,しんか,shinka
深海,しんかい,shinkai
神格,しんかく,shinkaku
新株,しんかぶ,shinkabu
震撼,しんかん,shinkan
侵害,しんがい,shingai
新顔,しんがお,shingao
進学,しんがく,shingaku
新型,しんがた,shingata
しんがり,しんがり,shingari
真贋,しんがん,shingan
心機,しんき,shinki
心筋,しんきん,shinkin
審議,しんぎ,shingi
呻吟,しんぎん,shingin
深紅,しんく,shinku
寝具,しんぐ,shingu
進軍,しんぐん,shingun
神経,しんけい,shinkei
心血,しんけつ,shinketsu
真剣,しんけん,shinken
進撃,しんげき,shingeki
新月,しんげつ,shingetsu
進言,しんげん,shingen
申告,しんこく,shinkoku
新婚,しんこん,shinkon
新語,しんご,shingo
審査,しんさ,shinsa
震災,しんさい,shinsai
新作,しんさく,shinsaku
診察,しんさつ,shinsatsu
辛酸,しんさん,shinsan
新参,しんざん,shinzan
紳士,しんし,shinshi
神式,しんしき,shinshiki
寝室,しんしつ,shinshitsu
心身,しんしん,shinshin
心酔,しんすい,shinsui
新生,しんせい,shinsei
親戚,しんせき,shinseki
新設,しんせつ,shinsetsu
神前,しんぜん,shinzen
新卒,しんそつ,shinsotsu
親族,しんぞく,shinzoku
進退,しんたい,shintai
信託,しんたく,shintaku
寝台,しんだい,shindai
診断,しんだん,shindan
新築,しんちく,shinchiku
新陳,しんちん,shinchin
進呈,しんてい,shintei
進展,しんてん,shinten
寝殿,しんでん,shinden
信徒,しんと,shinto
深度,しんど,shindo
信任,しんにん,shinnin
新年,しんねん,shinnen
深夜,しんや,shinya
新約,しんやく,shinyaku
森羅,しんら,shinra
信頼,しんらい,shinrai
審理,しんり,shinri
森林,しんりん,shinrin
進塁,しんるい,shinrui
神霊,しんれい,shinrei
新暦,しんれき,shinreki
進路,しんろ,shinro
親和,しんわ,shinwa
素足,すあし,suashi
水,すい,sui
水圧,すいあつ,suiatsu
推移,すいい,suii
水域,すいいき,suiiki
水運,すいうん,suiun
水泳,すいえい,suiei
水温,すいおん,suion
西瓜,すいか,suika
水害,すいがい,suigai
吸い殻,すいがら,suigara
水銀,すいぎん,suigin
推計,すいけい,suikei
水源,すいげん,suigen
水彩,すいさい,suisai
推察,すいさつ,suisatsu
水産,すいさん,suisan
水質,すいしつ,suishitsu
推進,すいしん,suishin
彗星,すいせい,suisei
推薦,すいせん,suisen
水素,すいそ,suiso
推測,すいそく,suisoku
水族,すいぞく,suizoku
衰退,すいたい,suitai
推定,すいてい,suitei
水滴,すいてき,suiteki
水田,すいでん,suiden
水難,すいなん,suinan
垂範,すいはん,suihan
水爆,すいばく,suibaku
水夫,すいふ,suifu
水分,すいぶん,suibun
水兵,すいへい,suihei
水墨,すいぼく,suiboku
水没,すいぼつ,suibotsu
睡魔,すいま,suima
睡眠,すいみん,suimin
水明,すいめい,suimei
水面,すいめん,suimen
吸い物,すいもの,suimono
水門,すいもん,suimon
水浴,すいよく,suiyoku
推理,すいり,suiri
睡蓮,すいれん,suiren
水路,すいろ,suiro
推論,すいろん,suiron
末,すえ,sue
末娘,すえむすめ,suemusume
素顔,すがお,sugao
姿,すがた,sugata
鋤,すき,suki
隙間,すきま,sukima
数寄屋,すきや,sukiya
鋤焼き,すきやき,sukiyaki
杉,すぎ,sugi
杉菜,すぎな,sugina
救い主,すくいぬし,sukuinushi
助太刀,すけだち,sukedachi
菅笠,すげがさ,sugegasa
巣篭り,すごもり,sugomori
双六,すごろく,sugoroku
鮨,すし,sushi
鮨飯,すしめし,sushimeshi
鮨屋,すしや,sushiya
煤,すす,susu
すすき,すすき,susuki
煤払い,すすはらい,susuharai
裾,すそ,suso
裾野,すその,susono
簾,すだれ,sudare
捨て石,すていし,suteishi
捨て値,すてね,sutene
捨て場,すてば,suteba
捨て鉢,すてばち,sutebachi
捨て身,すてみ,sutemi
素手,すで,sude
砂,すな,suna
砂煙,すなけむり,sunakemuri
砂時計,すなどけい,sunadokei
砂浜,すなはま,sunahama
砂場,すなば,sunaba
砂埃,すなぼこり,sunabokori
砂山,すなやま,sunayama
臑,すね,sune
簀子,すのこ,sunoko
酢の物,すのもの,sunomono
素肌,すはだ,suhada
巣箱,すばこ,subako
昴,すばる,subaru
すべ,すべ,sube
滑り台,すべりだい,suberidai
住まい,すまい,sumai
墨,すみ,sumi
墨絵,すみえ,sumie
住みか,すみか,sumika
炭火,すみび,sumibi
炭焼き,すみやき,sumiyaki
素焼き,すやき,suyaki
すらりと,すらりと,surarito
すり,すり,suri
擂り粉木,すりこぎ,surikogi
摺り鉢,すりばち,suribachi
摺り身,すりみ,surimi
刷り物,すりもの,surimono
鯣,するめ,surume
寸劇,すんげき,sungeki
寸志,すんし,sunshi
寸前,すんぜん,sunzen
寸断,すんだん,sundan
制,せい,sei
制圧,せいあつ,seiatsu
成案,せいあん,seian
誠意,せいい,seii
聖域,せいいき,seiiki
成育,せいいく,seiiku
星雲,せいうん,seiun
精液,せいえき,seieki
声援,せいえん,seien
清音,せいおん,seion
声価,せいか,seika
政界,せいかい,seikai
生化学,せいかがく,seikagaku
性格,せいかく,seikaku
生活,せいかつ,seikatsu
生還,せいかん,seikan
声楽,せいがく,seigaku
請願,せいがん,seigan
生起,せいき,seiki
精勤,せいきん,seikin
正義,せいぎ,seigi
背比べ,せいくらべ,seikurabe
成型,せいけい,seikei
制憲,せいけん,seiken
制限,せいげん,seigen
整骨,せいこつ,seikotsu
精根,せいこん,seikon
正誤,せいご,seigo
精査,せいさ,seisa
制裁,せいさい,seisai
制作,せいさく,seisaku
清算,せいさん,seisan
正座,せいざ,seiza
製剤,せいざい,seizai
制止,せいし,seishi
声質,せいしつ,seishitsu
精神,せいしん,seishin
盛衰,せいすい,seisui
生成,せいせい,seisei
成績,せいせき,seiseki
精選,せいせん,seisen
生前,せいぜん,seizen
生息,せいそく,seisoku
勢揃い,せいぞろい,seizoroi
生存,せいぞん,seizon
声帯,せいたい,seitai
請託,せいたく,seitaku
生誕,せいたん,seitan
聖断,せいだん,seidan
整地,せいち,seichi
制定,せいてい,seitei
政敵,せいてき,seiteki
製鉄,せいてつ,seitetsu
晴天,せいてん,seiten
静電気,せいでんき,seidenki
生徒,せいと,seito
整頓,せいとん,seiton
制度,せいど,seido
精読,せいどく,seidoku
西南,せいなん,seinan
成年,せいねん,seinen
制覇,せいは,seiha
整髪,せいはつ,seihatsu
製版,せいはん,seihan
征伐,せいばつ,seibatsu
成否,せいひ,seihi
正比例,せいひれい,seihirei
清貧,せいひん,seihin
整備,せいび,seibi
政府,せいふ,seifu
征服,せいふく,seifuku
製粉,せいふん,seifun
西部,せいぶ,seibu
生物,せいぶつ,seibutsu
成分,せいぶん,seibun
性癖,せいへき,seiheki
政変,せいへん,seihen
生別,せいべつ,seibetsu
生保,せいほ,seiho
西北,せいほく,seihoku
製本,せいほん,seihon
歳暮,せいぼ,seibo
成木,せいぼく,seiboku
精米,せいまい,seimai
政務,せいむ,seimu
声明,せいめい,seimei
声紋,せいもん,seimon
聖夜,せいや,seiya
制約,せいやく,seiyaku
精油,せいゆ,seiyu
性欲,せいよく,seiyoku
生来,せいらい,seirai
整理,せいり,seiri
成立,せいりつ,seiritsu
精励,せいれい,seirei
西暦,せいれき,seireki
整列,せいれつ,seiretsu
精錬,せいれん,seiren
正論,せいろん,seiron
背泳ぎ,せおよぎ,seoyogi
世界,せかい,sekai
倅,せがれ,segare
咳,せき,seki
積雲,せきうん,sekiun
石英,せきえい,sekiei
積載,せきさい,sekisai
積算,せきさん,sekisan
石材,せきざい,sekizai
石室,せきしつ,sekishitsu
積雪,せきせつ,sekisetsu
石炭,せきたん,sekitan
脊椎,せきつい,sekitsui
関取,せきとり,sekitori
責任,せきにん,sekinin
積年,せきねん,sekinen
関の山,せきのやま,sekinoyama
惜敗,せきはい,sekihai
咳払い,せきばらい,sekibarai
石碑,せきひ,sekihi
積分,せきぶん,sekibun
石片,せきへん,sekihen
惜別,せきべつ,sekibetsu
責務,せきむ,sekimu
赤面,せきめん,sekimen
石油,せきゆ,sekiyu
赤痢,せきり,sekiri
鶺鴒,せきれい,sekirei
関脇,せきわけ,sekiwake
世間,せけん,seken
世間体,せけんてい,sekentei
せせらぎ,せせらぎ,seseragi
世俗,せぞく,sezoku
世帯,せたい,setai
世帯主,せたいぬし,setainushi
背丈,せたけ,setake
世代,せだい,sedai
節会,せちえ,sechie
節供,せちく,sechiku
節,せつ,setsu
設営,せつえい,setsuei
接岸,せつがん,setsugan
節減,せつげん,setsugen
節税,せつぜい,setsuzei
接続,せつぞく,setsuzoku
切断,せつだん,setsudan
節電,せつでん,setsuden
節度,せつど,setsudo
刹那,せつな,setsuna
設備,せつび,setsubi
接尾語,せつびご,setsubigo
節分,せつぶん,setsubun
説明,せつめい,setsumei
雪面,せつめん,setsumen
設問,せつもん,setsumon
節約,せつやく,setsuyaku
摂理,せつり,setsuri
設立,せつりつ,setsuritsu
説話,せつわ,setsuwa
瀬戸,せと,seto
瀬戸際,せとぎわ,setogiwa
瀬戸物,せともの,setomono
背中,せなか,senaka
背伸び,せのび,senobi
背鰭,せびれ,sebire
背広,せびろ,sebiro
背骨,せぼね,sebone
蝉,せみ,semi
攻め手,せめて,semete
背凭れ,せもたれ,semotare
芹,せり,seri
競り売り,せりうり,seriuri
台詞,せりふ,serifu
世論,せろん,seron
世話,せわ,sewa
世話人,せわにん,sewanin
戦,せん,sen
戦意,せんい,seni
戦域,せんいき,seniki
選一,せんいつ,senitsu
船員,せんいん,senin
先鋭,せんえい,senei
専科,せんか,senka
旋回,せんかい,senkai
専管,せんかん,senkan
洗眼,せんがん,sengan
戦記,せんき,senki
千切り,せんぎり,sengiri
先駆,せんく,senku
線形,せんけい,senkei
先決,せんけつ,senketsu
先見,せんけん,senken
先月,せんげつ,sengetsu
宣言,せんげん,sengen
千古,せんこ,senko
